chr,source,transcript,start,end,strand,gene
14,.,gene,41002879,41008235,-,TOC.14T.00437
14,.,gene,41057232,41058565,-,TOC.14T.00438
14,EVM,gene,41161232,41161882,+,TOC.14T.00439
14,EVM,gene,41161913,41164264,+,TOC.14T.00440
14,.,gene,41170964,41212104,+,TOC.14T.00441
14,.,gene,41388146,41394450,+,TOC.14T.00442
14,.,gene,41410743,41427885,-,TOC.14T.00443
14,.,gene,41481226,41483030,-,TOC.14T.00444
14,.,gene,41575349,41576179,-,TOC.14T.00445
14,.,gene,41609668,41610491,-,TOC.14T.00446
14,EVM,gene,41762115,41775745,-,TOC.14T.00447
14,EVM,gene,41780388,41799855,-,TOC.14T.00448
14,.,gene,41807004,41825953,-,TOC.14T.00449
14,.,gene,41836327,41863668,-,TOC.14T.00450
14,EVM,gene,41872153,41890800,-,TOC.14T.00451
14,.,gene,41894187,41912245,-,TOC.14T.00452
14,.,gene,41929852,41956805,-,TOC.14T.00453
14,.,gene,41968645,41989318,+,TOC.14T.00454
14,EVM,gene,41993211,42323671,-,TOC.14T.00455
14,.,gene,42364400,42380466,-,TOC.14T.00456
14,EVM,gene,42466862,42469216,+,TOC.14T.00457
14,.,gene,43771494,43844014,+,TOC.14T.00458
14,.,gene,43895950,43900637,+,TOC.14T.00459
14,.,gene,43937841,44071145,+,TOC.14T.00460
14,EVM,gene,44871995,44873638,-,TOC.14T.00461
14,EVM,gene,44873646,44874673,-,TOC.14T.00462
14,.,gene,44911070,45031866,+,TOC.14T.00463
14,EVM,gene,45030393,45031496,-,TOC.14T.00464
14,.,gene,45032058,45039491,+,TOC.14T.00465
14,EVM,gene,45048916,45054976,+,TOC.14T.00466
14,EVM,gene,45062071,45066664,+,TOC.14T.00467
14,EVM,gene,45069277,45113975,+,TOC.14T.00468
14,.,gene,45128651,45174087,+,TOC.14T.00469
14,.,gene,45188792,45233233,+,TOC.14T.00470
14,.,gene,45275630,45278686,-,TOC.14T.00471
14,.,gene,45425053,45425850,-,TOC.14T.00472
14,.,gene,45436348,45451350,+,TOC.14T.00473
14,.,gene,45463713,45472429,+,TOC.14T.00474
14,.,gene,45474925,45486295,-,TOC.14T.00475
14,EVM,gene,45553987,45554293,+,TOC.14T.00476
14,.,gene,45555635,45557813,-,TOC.14T.00477
14,.,gene,45632591,45645507,-,TOC.14T.00478
14,.,gene,45664274,45671481,-,TOC.14T.00479
14,.,gene,45680491,45686651,-,TOC.14T.00480
14,.,gene,45698441,45719992,+,TOC.14T.00481
14,.,gene,45720355,45735355,+,TOC.14T.00482
14,EVM,gene,45818992,45819624,+,TOC.14T.00483
14,.,gene,46119924,46135316,-,TOC.14T.00484
14,.,gene,46137988,46144221,+,TOC.14T.00485
14,.,gene,46178309,46193705,-,TOC.14T.00486
14,.,gene,46218099,46248475,+,TOC.14T.00487
14,.,gene,46274964,46317247,-,TOC.14T.00488
14,.,gene,46328819,46337798,-,TOC.14T.00489
14,EVM,gene,46385302,46414145,-,TOC.14T.00490
14,EVM,gene,46414148,46557043,-,TOC.14T.00491
14,.,gene,46604562,46610306,-,TOC.14T.00492
14,.,gene,46613526,46625707,-,TOC.14T.00493
14,.,gene,46626764,46677269,-,TOC.14T.00494
14,.,gene,46677134,46682709,+,TOC.14T.00495
14,EVM,gene,46686152,46711307,-,TOC.14T.00496
14,EVM,gene,46711327,46713044,-,TOC.14T.00497
14,EVM,gene,46714638,46748210,-,TOC.14T.00498
14,.,gene,46861500,46866963,+,TOC.14T.00499
14,.,gene,47091579,47093854,+,TOC.14T.00500
14,EVM,gene,47208317,47215971,+,TOC.14T.00501
14,EVM,gene,47216959,47217408,+,TOC.14T.00502
14,.,gene,47383791,47387461,+,TOC.14T.00503
14,EVM,gene,47417972,47418421,+,TOC.14T.00504
14,.,gene,47513953,47515810,-,TOC.14T.00505
14,.,gene,47564986,47576529,-,TOC.14T.00506
14,.,gene,47636791,47702333,+,TOC.14T.00507
14,.,gene,47730145,47945520,+,TOC.14T.00508
14,.,gene,47960819,47963141,-,TOC.14T.00509
14,EVM,gene,47986692,47986897,+,TOC.14T.00510
14,.,gene,48003359,48040009,-,TOC.14T.00511
14,EVM,gene,48228774,48229993,+,TOC.14T.00512
14,EVM,gene,48230881,48231556,-,TOC.14T.00513
14,.,gene,48269162,48290550,+,TOC.14T.00514
14,EVM,gene,48315329,48318617,-,TOC.14T.00515
14,EVM,gene,48318821,48319263,-,TOC.14T.00516
14,EVM,gene,48730583,48730741,-,TOC.14T.00517
14,EVM,gene,49336678,49337009,+,TOC.14T.00518
14,EVM,gene,50713750,51193372,+,TOC.14T.00519
14,EVM,gene,51194057,51194437,-,TOC.14T.00520
14,EVM,gene,51200786,51201157,-,TOC.14T.00521
14,EVM,gene,51206070,51206390,+,TOC.14T.00522
14,EVM,gene,51209703,51210005,+,TOC.14T.00523
14,EVM,gene,51249390,51249716,-,TOC.14T.00524
14,EVM,gene,51260875,51261390,+,TOC.14T.00525
14,EVM,gene,51263167,51263502,+,TOC.14T.00526
14,.,gene,51573357,51610323,+,TOC.14T.00527
14,.,gene,51610819,51614459,+,TOC.14T.00528
14,.,gene,51649347,51656718,+,TOC.14T.00529
14,EVM,gene,51694581,51697771,-,TOC.14T.00530
14,EVM,gene,51697970,51701162,-,TOC.14T.00531
14,EVM,gene,51766633,51767460,+,TOC.14T.00532
14,EVM,gene,51770778,51794849,+,TOC.14T.00533
14,EVM,gene,51839034,51842244,+,TOC.14T.00534
14,EVM,gene,51842443,51854402,+,TOC.14T.00535
14,EVM,gene,51881690,51893644,-,TOC.14T.00536
14,EVM,gene,51893843,51897058,-,TOC.14T.00537
14,.,gene,52003010,52037851,+,TOC.14T.00538
14,.,gene,52212090,52224845,-,TOC.14T.00539
14,EVM,gene,52271342,52278289,+,TOC.14T.00540
14,EVM,gene,52278355,52284031,+,TOC.14T.00541
14,EVM,gene,52285812,52293076,+,TOC.14T.00542
14,.,gene,52297876,52305819,+,TOC.14T.00543
14,.,gene,52313623,52320278,+,TOC.14T.00544
14,.,gene,52327163,52341603,+,TOC.14T.00545
14,.,gene,52352428,52364997,+,TOC.14T.00546
14,EVM,gene,52413273,52452903,-,TOC.14T.00547
14,EVM,gene,52454818,52455615,-,TOC.14T.00548
14,.,gene,52481302,52496979,-,TOC.14T.00549
14,EVM,gene,52504889,52522576,-,TOC.14T.00550
14,EVM,gene,52523292,52536675,-,TOC.14T.00551
14,.,gene,52541786,52563239,-,TOC.14T.00552
14,.,gene,52602380,52629365,-,TOC.14T.00553
14,EVM,gene,52722775,52743821,-,TOC.14T.00554
14,EVM,gene,52771002,52781611,+,TOC.14T.00555
14,.,gene,53010358,53033607,-,TOC.14T.00556
14,EVM,gene,53076157,53077806,-,TOC.14T.00557
14,EVM,gene,53077828,53078166,-,TOC.14T.00558
14,.,gene,53084363,53089766,-,TOC.14T.00559
14,.,gene,53094270,53107337,-,TOC.14T.00560
14,.,gene,53111206,53116586,-,TOC.14T.00561
14,EVM,gene,53549522,53549929,-,TOC.14T.00562
14,.,gene,53593728,53606803,-,TOC.14T.00563
14,EVM,gene,53860049,54169977,+,TOC.14T.00564
14,.,gene,54271432,54277563,-,TOC.14T.00565
14,.,gene,54536610,54540277,+,TOC.14T.00566
14,.,gene,54724882,54726782,+,TOC.14T.00567
14,.,gene,54727609,54739248,-,TOC.14T.00568
14,EVM,gene,54739405,55038811,+,TOC.14T.00569
14,EVM,gene,55058769,55062651,-,TOC.14T.00570
14,.,gene,55189668,55216841,+,TOC.14T.00571
14,.,gene,55333779,55350889,-,TOC.14T.00572
14,EVM,gene,55518474,55538893,-,TOC.14T.00573
14,EVM,gene,55827096,55827620,+,TOC.14T.00574
14,.,gene,57167678,57238454,+,TOC.14T.00575
14,.,gene,57279918,57288695,+,TOC.14T.00576
14,.,gene,57303258,57326191,-,TOC.14T.00577
14,.,gene,57328714,57347008,+,TOC.14T.00578
14,.,gene,57345332,57404178,-,TOC.14T.00579
14,.,gene,57711772,57728882,+,TOC.14T.00580
14,.,gene,57721762,57731958,-,TOC.14T.00581
14,.,gene,57755948,57785814,+,TOC.14T.00582
14,.,gene,57839538,57856980,-,TOC.14T.00583
14,EVM,gene,57879167,57879583,-,TOC.14T.00584
14,EVM,gene,57883470,57884176,-,TOC.14T.00585
14,EVM,gene,57898232,57898816,+,TOC.14T.00586
14,EVM,gene,57956107,57956523,+,TOC.14T.00587
14,EVM,gene,57956800,57958020,+,TOC.14T.00588
14,.,gene,58040902,58072509,-,TOC.14T.00589
14,.,gene,58074995,58107721,+,TOC.14T.00590
14,.,gene,58120460,58132672,+,TOC.14T.00591
14,EVM,gene,58259420,58259661,-,TOC.14T.00592
14,.,gene,58296855,58300583,+,TOC.14T.00593
14,.,gene,58563098,58566680,-,TOC.14T.00594
14,.,gene,58589381,58593031,-,TOC.14T.00595
14,EVM,gene,59500521,59500733,+,TOC.14T.00596
14,EVM,gene,59508378,59519324,+,TOC.14T.00597
14,EVM,gene,59521918,59523615,+,TOC.14T.00598
14,EVM,gene,59525286,59528921,+,TOC.14T.00599
14,EVM,gene,59530203,59531621,+,TOC.14T.00600
14,.,gene,60221478,60227165,-,TOC.14T.00601
14,.,gene,60365349,60404077,+,TOC.14T.00602
14,.,gene,60566810,60568416,-,TOC.14T.00603
14,.,gene,60601255,60603483,-,TOC.14T.00604
14,EVM,gene,61043659,61044246,-,TOC.14T.00605
14,EVM,gene,61049655,61050336,+,TOC.14T.00606
14,EVM,gene,61061770,61062723,+,TOC.14T.00607
14,.,gene,61181586,61186472,-,TOC.14T.00608
14,EVM,gene,61234461,61246808,+,TOC.14T.00609
14,.,gene,61259165,61268343,+,TOC.14T.00610
14,.,gene,61288511,61289673,-,TOC.14T.00611
14,.,gene,61330899,61349363,-,TOC.14T.00612
14,.,gene,61358544,61360164,+,TOC.14T.00613
14,.,gene,61417244,61419150,+,TOC.14T.00614
14,EVM,gene,61689010,61704037,+,TOC.14T.00615
14,EVM,gene,62392827,62393444,-,TOC.14T.00616
14,EVM,gene,62912146,62912370,-,TOC.14T.00617
14,EVM,gene,62937075,62937225,-,TOC.14T.00618
14,EVM,gene,62974807,62975513,+,TOC.14T.00619
14,EVM,gene,63018324,63018707,+,TOC.14T.00620
14,.,gene,63030724,63034870,+,TOC.14T.00621
14,EVM,gene,63064155,63064562,-,TOC.14T.00622
14,EVM,gene,63064726,63066483,-,TOC.14T.00623
14,EVM,gene,63093327,63093743,-,TOC.14T.00624
14,.,gene,63272375,63273580,+,TOC.14T.00625
14,.,gene,63285194,63302832,+,TOC.14T.00626
14,.,gene,63286521,63288425,-,TOC.14T.00627
14,EVM,gene,63289158,63291008,-,TOC.14T.00628
14,.,gene,63302937,63437738,-,TOC.14T.00629
14,.,gene,63440898,63472714,-,TOC.14T.00630
14,.,gene,63972755,64005677,-,TOC.14T.00631
14,.,gene,64021886,64044700,-,TOC.14T.00632
14,EVM,gene,64187391,64187696,-,TOC.14T.00633
14,EVM,gene,64204506,64205105,+,TOC.14T.00634
14,.,gene,64211634,64217973,+,TOC.14T.00635
14,EVM,gene,64220617,64220937,+,TOC.14T.00636
14,EVM,gene,64221261,64266708,+,TOC.14T.00637
14,EVM,gene,64277112,64277615,+,TOC.14T.00638
14,EVM,gene,64331261,64345606,-,TOC.14T.00639
14,.,gene,64355048,64363361,-,TOC.14T.00640
14,.,gene,64366468,64385291,+,TOC.14T.00641
14,.,gene,64386128,64415226,-,TOC.14T.00642
14,.,gene,64418943,64455898,-,TOC.14T.00643
14,EVM,gene,64426244,64429243,+,TOC.14T.00644
14,.,gene,64469577,64535571,-,TOC.14T.00645
14,.,gene,64549773,64553887,-,TOC.14T.00646
14,EVM,gene,64585310,64585966,+,TOC.14T.00647
14,EVM,gene,64589731,64590036,-,TOC.14T.00648
14,.,gene,64594446,64605190,-,TOC.14T.00649
14,.,gene,64615970,64632593,+,TOC.14T.00650
14,EVM,gene,64638241,64639665,-,TOC.14T.00651
14,.,gene,64643243,64658488,-,TOC.14T.00652
14,.,gene,64745318,64748675,-,TOC.14T.00653
14,EVM,gene,64761809,65425600,-,TOC.14T.00654
14,EVM,gene,65440928,65442483,-,TOC.14T.00655
14,EVM,gene,65508043,65508558,-,TOC.14T.00656
14,EVM,gene,65541623,65541844,-,TOC.14T.00657
14,EVM,gene,65597212,65607546,-,TOC.14T.00658
14,EVM,gene,65607745,65610908,-,TOC.14T.00659
14,EVM,gene,65629785,65630990,-,TOC.14T.00660
14,EVM,gene,65631144,65631596,-,TOC.14T.00661
14,EVM,gene,65766867,65770037,-,TOC.14T.00662
14,EVM,gene,65788000,65789205,-,TOC.14T.00663
14,EVM,gene,65789359,65789811,-,TOC.14T.00664
14,EVM,gene,65792968,65793462,-,TOC.14T.00665
14,.,gene,65806546,65962603,-,TOC.14T.00666
14,EVM,gene,65972899,66019171,-,TOC.14T.00667
14,EVM,gene,66050385,66053742,+,TOC.14T.00668
14,EVM,gene,66265225,66265548,+,TOC.14T.00669
14,EVM,gene,66382444,66386772,-,TOC.14T.00670
14,.,gene,66459282,66464620,+,TOC.14T.00671
14,EVM,gene,66488802,66490419,+,TOC.14T.00672
14,.,gene,66499097,66506940,+,TOC.14T.00673
14,.,gene,66508709,66524464,+,TOC.14T.00674
14,EVM,gene,66530786,66554115,+,TOC.14T.00675
14,.,gene,66556486,66567993,+,TOC.14T.00676
14,EVM,gene,66712776,66798958,-,TOC.14T.00677
14,.,gene,66848493,66856743,+,TOC.14T.00678
14,.,gene,66881537,67025534,+,TOC.14T.00679
14,.,gene,67033596,67054898,-,TOC.14T.00680
14,.,gene,67064837,67074362,+,TOC.14T.00681
14,EVM,gene,67079739,67080394,+,TOC.14T.00682
14,EVM,gene,67081870,67082589,-,TOC.14T.00683
14,EVM,gene,67089593,67089928,-,TOC.14T.00684
14,EVM,gene,67136131,67142053,+,TOC.14T.00685
16,EVM,gene,286482,286835,-,TOC.16T.00001
16,EVM,gene,292452,334503,-,TOC.16T.00002
16,.,gene,352749,377676,-,TOC.16T.00003
16,EVM,gene,385968,403533,+,TOC.16T.00004
16,.,gene,472825,760004,+,TOC.16T.00005
16,.,gene,770283,822674,-,TOC.16T.00006
16,.,gene,828875,841337,-,TOC.16T.00007
16,.,gene,937625,1005746,-,TOC.16T.00008
16,.,gene,1006756,1121345,+,TOC.16T.00009
16,.,gene,1130098,1166808,-,TOC.16T.00010
16,.,gene,1209980,1218599,-,TOC.16T.00011
16,EVM,gene,1719554,1720251,+,TOC.16T.00012
16,EVM,gene,1745666,1746115,+,TOC.16T.00013
16,.,gene,1884841,1901494,+,TOC.16T.00014
16,EVM,gene,1905297,1906483,+,TOC.16T.00015
16,EVM,gene,1983117,1987719,-,TOC.16T.00016
16,.,gene,2114510,2124153,+,TOC.16T.00017
16,EVM,gene,2276591,2277970,+,TOC.16T.00018
16,.,gene,2300167,2300974,+,TOC.16T.00019
16,.,gene,2686935,2689882,-,TOC.16T.00020
16,.,gene,2697644,2698766,-,TOC.16T.00021
16,EVM,gene,3060174,3060552,+,TOC.16T.00022
16,EVM,gene,3062055,3062780,+,TOC.16T.00023
16,.,gene,3088531,3091447,+,TOC.16T.00024
16,EVM,gene,3117753,3118469,+,TOC.16T.00025
19,EVM,gene,56245,56663,-,TOC.19T.00001
19,.,gene,61588,83157,+,TOC.19T.00002
19,EVM,gene,85811,86122,-,TOC.19T.00003
19,EVM,gene,89614,139767,-,TOC.19T.00004
19,.,gene,706627,708326,-,TOC.19T.00005
19,.,gene,784506,848483,+,TOC.19T.00006
19,EVM,gene,905259,905503,-,TOC.19T.00007
19,EVM,gene,918501,919235,+,TOC.19T.00008
19,EVM,gene,930915,931334,+,TOC.19T.00009
19,EVM,gene,953844,954293,+,TOC.19T.00010
19,EVM,gene,958517,959182,+,TOC.19T.00011
19,.,gene,969103,1013798,-,TOC.19T.00012
19,.,gene,1448351,1457400,+,TOC.19T.00013
19,.,gene,1460725,1499356,-,TOC.19T.00014
19,.,gene,1694398,1706504,-,TOC.19T.00015
19,.,gene,1743535,1791844,-,TOC.19T.00016
19,EVM,gene,1811468,1812559,+,TOC.19T.00017
19,EVM,gene,1814058,1814363,+,TOC.19T.00018
19,.,gene,1823853,1840760,+,TOC.19T.00019
19,.,gene,1852452,1890872,-,TOC.19T.00020
19,.,gene,1891470,1905562,+,TOC.19T.00021
19,.,gene,1994486,2006077,-,TOC.19T.00022
19,EVM,gene,2305476,2305992,+,TOC.19T.00023
19,.,gene,2525320,2529194,+,TOC.19T.00024
19,.,gene,2582921,2584655,+,TOC.19T.00025
19,EVM,gene,2587472,2587667,+,TOC.19T.00026
20,.,gene,735924,792196,+,TOC.20T.00001
20,.,gene,793177,824468,+,TOC.20T.00002
20,.,gene,840246,845618,+,TOC.20T.00003
20,EVM,gene,852773,872725,+,TOC.20T.00004
20,EVM,gene,920371,932941,+,TOC.20T.00005
20,.,gene,934172,991826,-,TOC.20T.00006
20,.,gene,2027759,2054055,-,TOC.20T.00007
20,.,gene,2068408,2140340,-,TOC.20T.00008
22,EVM,gene,920942,921310,+,TOC.22T.00001
22,EVM,gene,930341,931000,+,TOC.22T.00002
22,EVM,gene,932860,933222,+,TOC.22T.00003
22,EVM,gene,1001647,1002534,+,TOC.22T.00004
22,EVM,gene,1004078,1037554,+,TOC.22T.00005
22,EVM,gene,1101822,1106365,+,TOC.22T.00006
22,.,gene,1214130,1249286,+,TOC.22T.00007
22,EVM,gene,1319081,1323134,+,TOC.22T.00008
22,EVM,gene,1430912,1432136,+,TOC.22T.00009
22,.,gene,1453421,1458763,+,TOC.22T.00010
22,EVM,gene,1505984,1506526,+,TOC.22T.00011
22,EVM,gene,1550207,1552730,+,TOC.22T.00012
22,EVM,gene,1626398,1626862,+,TOC.22T.00013
22,EVM,gene,1627820,1628143,+,TOC.22T.00014
22,EVM,gene,1787124,1790066,+,TOC.22T.00015
22,EVM,gene,1849289,1849762,+,TOC.22T.00016
24,EVM,gene,60630,89680,-,TOC.24T.00001
24,EVM,gene,93549,99625,-,TOC.24T.00002
24,.,gene,108836,129577,-,TOC.24T.00003
24,EVM,gene,1242344,1243075,-,TOC.24T.00004
24,EVM,gene,1442849,1443211,-,TOC.24T.00005
24,EVM,gene,1720310,1721047,-,TOC.24T.00006
25,.,gene,34091,76935,-,TOC.25T.00001
25,EVM,gene,1293013,1293342,-,TOC.25T.00002
25,.,gene,1299828,1310469,-,TOC.25T.00003
25,.,gene,1405350,1418905,+,TOC.25T.00004
25,.,gene,1465886,1470627,-,TOC.25T.00005
25,EVM,gene,1495042,1496763,-,TOC.25T.00006
25,.,gene,1500946,1508800,-,TOC.25T.00007
25,.,gene,1511943,1536105,-,TOC.25T.00008
25,EVM,gene,1575931,1576245,-,TOC.25T.00009
25,EVM,gene,1585170,1586087,-,TOC.25T.00010
25,EVM,gene,1586919,1589553,-,TOC.25T.00011
25,.,gene,1594254,1595942,+,TOC.25T.00012
25,EVM,gene,1600315,1601103,+,TOC.25T.00013
25,.,gene,1622475,1645474,-,TOC.25T.00014
25,.,gene,1651749,1676341,-,TOC.25T.00015
25,.,gene,1687570,1695752,-,TOC.25T.00016
25,.,gene,1700263,1703263,+,TOC.25T.00017
25,.,gene,1716590,1727131,+,TOC.25T.00018
25,EVM,gene,1747028,1749763,+,TOC.25T.00019
27,.,gene,1025263,1026197,-,TOC.27T.00001
27,.,gene,1037193,1037620,+,TOC.27T.00002
27,.,gene,1038510,1039661,-,TOC.27T.00003
27,EVM,gene,1088384,1088695,+,TOC.27T.00004
27,EVM,gene,1089681,1090055,-,TOC.27T.00005
27,.,gene,1348284,1351358,+,TOC.27T.00006
27,.,gene,1351918,1352282,+,TOC.27T.00007
29,EVM,gene,707637,781125,+,TOC.29T.00001
29,EVM,gene,784297,784599,+,TOC.29T.00002
29,.,gene,832787,881596,-,TOC.29T.00003
29,EVM,gene,957466,958329,-,TOC.29T.00004
29,.,gene,990331,1007455,+,TOC.29T.00005
29,.,gene,1039613,1135446,-,TOC.29T.00006
29,.,gene,1155500,1206831,+,TOC.29T.00007
29,EVM,gene,1242597,1242944,-,TOC.29T.00008
29,EVM,gene,1243575,1299321,-,TOC.29T.00009
29,.,gene,1299771,1304936,+,TOC.29T.00010
29,EVM,gene,1319174,1319542,-,TOC.29T.00011
29,EVM,gene,1329644,1366421,-,TOC.29T.00012
29,.,gene,1369148,1383773,-,TOC.29T.00013
29,.,gene,1387599,1402377,+,TOC.29T.00014
29,.,gene,1404482,1427722,-,TOC.29T.00015
29,EVM,gene,1492403,1493059,+,TOC.29T.00016
29,.,gene,1496962,1504118,-,TOC.29T.00017
29,EVM,gene,1505266,1506368,+,TOC.29T.00018
29,.,gene,1524399,1527210,+,TOC.29T.00019
30,EVM,gene,83287,84501,+,TOC.30T.00001
30,EVM,gene,91480,118411,+,TOC.30T.00002
30,.,gene,121860,129040,-,TOC.30T.00003
30,EVM,gene,129350,130014,+,TOC.30T.00004
30,EVM,gene,134354,134797,+,TOC.30T.00005
30,.,gene,139186,145946,-,TOC.30T.00006
30,.,gene,146113,159041,+,TOC.30T.00007
30,EVM,gene,179122,180393,-,TOC.30T.00008
30,.,gene,180875,364183,+,TOC.30T.00009
30,.,gene,423827,469246,-,TOC.30T.00010
30,EVM,gene,479310,479927,+,TOC.30T.00011
30,EVM,gene,733078,733523,+,TOC.30T.00012
30,EVM,gene,734803,735054,+,TOC.30T.00013
30,.,gene,765790,809734,+,TOC.30T.00014
30,.,gene,819645,855622,+,TOC.30T.00015
30,EVM,gene,857690,888160,-,TOC.30T.00016
30,EVM,gene,892043,898202,-,TOC.30T.00017
30,EVM,gene,903330,906473,+,TOC.30T.00018
30,EVM,gene,906492,906926,+,TOC.30T.00019
30,.,gene,909007,990665,-,TOC.30T.00020
30,.,gene,1082127,1083192,+,TOC.30T.00021
30,EVM,gene,1215352,1216767,+,TOC.30T.00022
31,EVM,gene,116472,117276,+,TOC.31T.00001
31,EVM,gene,126614,129480,+,TOC.31T.00002
31,.,gene,129567,130063,+,TOC.31T.00003
31,.,gene,171275,171728,+,TOC.31T.00004
31,EVM,gene,172684,173058,-,TOC.31T.00005
31,.,gene,312822,314170,-,TOC.31T.00006
31,.,gene,347332,438788,+,TOC.31T.00007
31,.,gene,479897,485146,-,TOC.31T.00008
31,.,gene,484581,493235,+,TOC.31T.00009
31,.,gene,499103,586729,+,TOC.31T.00010
31,.,gene,587929,591689,-,TOC.31T.00011
31,.,gene,904909,909866,+,TOC.31T.00012
31,EVM,gene,911690,912088,+,TOC.31T.00013
31,EVM,gene,1016226,1017896,-,TOC.31T.00014
31,.,gene,1080053,1086784,+,TOC.31T.00015
31,.,gene,1129945,1130914,-,TOC.31T.00016
31,.,gene,1134998,1205424,-,TOC.31T.00017
31,.,gene,1205449,1240788,+,TOC.31T.00018
32,.,gene,271808,310227,+,TOC.32T.00001
32,EVM,gene,919798,920307,+,TOC.32T.00002
33,EVM,gene,152597,153070,-,TOC.33T.00001
33,.,gene,672734,673105,+,TOC.33T.00002
33,EVM,gene,799854,800087,+,TOC.33T.00003
33,EVM,gene,1021387,1023762,+,TOC.33T.00004
33,.,gene,1026302,1040155,+,TOC.33T.00005
33,EVM,gene,1059167,1059499,+,TOC.33T.00006
33,EVM,gene,1103200,1103387,+,TOC.33T.00007
33,EVM,gene,1158847,1160033,+,TOC.33T.00008
33,EVM,gene,1160100,1160558,+,TOC.33T.00009
33,EVM,gene,1170788,1171934,+,TOC.33T.00010
35,EVM,gene,289188,293667,+,TOC.35T.00001
35,EVM,gene,296644,297249,+,TOC.35T.00002
35,.,gene,590605,616658,-,TOC.35T.00003
35,.,gene,653306,671889,-,TOC.35T.00004
35,EVM,gene,703064,725052,-,TOC.35T.00005
35,.,gene,752126,771199,-,TOC.35T.00006
35,EVM,gene,782108,798029,-,TOC.35T.00007
35,.,gene,810629,828822,-,TOC.35T.00008
35,EVM,gene,838085,852772,-,TOC.35T.00009
36,.,gene,7999,9139,+,TOC.36T.00001
36,EVM,gene,417884,426494,-,TOC.36T.00002
36,EVM,gene,426649,434040,-,TOC.36T.00003
36,EVM,gene,500907,501653,-,TOC.36T.00004
36,EVM,gene,549754,550173,+,TOC.36T.00005
36,EVM,gene,551228,772850,+,TOC.36T.00006
36,EVM,gene,951076,951384,+,TOC.36T.00007
36,.,gene,975519,988841,+,TOC.36T.00008
36,.,gene,1003936,1160732,-,TOC.36T.00009
36,.,gene,1187366,1190364,+,TOC.36T.00010
36,EVM,gene,1206833,1208342,-,TOC.36T.00011
36,EVM,gene,1210722,1226848,-,TOC.36T.00012
36,EVM,gene,1227590,1229233,+,TOC.36T.00013
36,EVM,gene,1229505,1237766,+,TOC.36T.00014
37,.,gene,84647,103501,+,TOC.37T.00001
37,EVM,gene,258639,259028,-,TOC.37T.00002
37,EVM,gene,259146,259802,-,TOC.37T.00003
37,EVM,gene,529542,531097,+,TOC.37T.00004
37,EVM,gene,582607,583056,-,TOC.37T.00005
37,.,gene,835286,840571,-,TOC.37T.00006
37,.,gene,936511,938472,+,TOC.37T.00007
37,.,gene,1092866,1095104,+,TOC.37T.00008
38,.,gene,77898,78340,-,TOC.38T.00001
38,.,gene,316136,316500,-,TOC.38T.00002
38,.,gene,548094,548585,-,TOC.38T.00003
38,EVM,gene,666742,667339,+,TOC.38T.00004
38,EVM,gene,668731,669447,-,TOC.38T.00005
38,EVM,gene,678674,680686,+,TOC.38T.00006
38,EVM,gene,681417,681764,-,TOC.38T.00007
38,EVM,gene,681792,682133,-,TOC.38T.00008
38,EVM,gene,741797,742816,+,TOC.38T.00009
38,EVM,gene,880950,881261,-,TOC.38T.00010
38,EVM,gene,950065,950374,+,TOC.38T.00011
38,EVM,gene,950465,950706,+,TOC.38T.00012
38,.,gene,1194067,1194439,-,TOC.38T.00013
39,.,gene,266,18366,-,TOC.39T.00001
39,.,gene,29200,71449,-,TOC.39T.00002
39,.,gene,85404,98218,+,TOC.39T.00003
39,EVM,gene,95574,96371,-,TOC.39T.00004
39,.,gene,111385,161552,-,TOC.39T.00005
39,.,gene,169908,182058,-,TOC.39T.00006
39,.,gene,219050,241478,-,TOC.39T.00007
39,.,gene,296729,360774,-,TOC.39T.00008
39,EVM,gene,364562,365395,-,TOC.39T.00009
39,EVM,gene,365450,398643,-,TOC.39T.00010
39,.,gene,409789,447173,+,TOC.39T.00011
39,.,gene,447872,487253,+,TOC.39T.00012
39,EVM,gene,488649,490010,+,TOC.39T.00013
40,EVM,gene,63005,63852,+,TOC.40T.00001
40,EVM,gene,382996,383445,+,TOC.40T.00002
40,.,gene,513178,513544,+,TOC.40T.00003
40,EVM,gene,1041706,1041868,-,TOC.40T.00004
42,.,gene,13063,70496,-,TOC.42T.00001
42,.,gene,203036,367826,-,TOC.42T.00002
42,.,gene,435472,496181,-,TOC.42T.00003
42,.,gene,552046,565033,-,TOC.42T.00004
42,EVM,gene,702529,726295,-,TOC.42T.00005
42,EVM,gene,800017,828820,-,TOC.42T.00006
42,.,gene,857109,858942,+,TOC.42T.00007
42,.,gene,868951,874049,+,TOC.42T.00008
42,.,gene,879891,904377,+,TOC.42T.00009
42,.,gene,908706,974066,+,TOC.42T.00010
42,.,gene,975199,976414,-,TOC.42T.00011
42,.,gene,999897,1052878,-,TOC.42T.00012
43,.,gene,10600,20446,-,TOC.43T.00001
43,.,gene,29293,42617,-,TOC.43T.00002
44,EVM,gene,537891,563601,+,TOC.44T.00001
46,.,gene,287105,287727,-,TOC.46T.00001
46,.,gene,448746,449267,+,TOC.46T.00002
46,EVM,gene,521344,629067,+,TOC.46T.00003
46,.,gene,798297,905689,+,TOC.46T.00004
46,EVM,gene,908107,908515,-,TOC.46T.00005
47,EVM,gene,1660,315029,-,TOC.47T.00001
47,EVM,gene,453736,463349,-,TOC.47T.00002
